"BarrierName","BarrierType","StreamName","Source","SourceID","Lat","Lon","Mitigated","YearMitigated","Pass_NABD","Pass_Before","Pass_After"
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85746",41.38216,-111.27505,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85747",41.559013,-112.038895,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85757",41.59563,-112.311134,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85761",41.527565,-112.27702,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85762",41.532772,-111.33061,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85770",41.468266,-112.10163,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85783",41.92632,-111.91909,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85784",41.205925,-111.21165,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85785",41.567673,-112.296715,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85791",41.15289,-111.07253,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85797",41.951817,-111.9413,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85804",41.568237,-111.25498,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85818",41.251186,-111.14359,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85836",41.909832,-111.8833,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85840",41.446175,-111.21867,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85847",41.80788,-112.12379,"no",0,"Unknown",0,0
"Estimated dam","Dam","Suttons Creek","National Aquatic Barrier Dataset (SARP)","UT85848",41.16403,-111.20753,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85849",41.957863,-111.93555,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85850",41.4572,-111.29536,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85856",41.35934,-111.29877,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85862",41.52731,-112.145935,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85867",41.64007,-112.26865,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85868",41.49809,-112.049545,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85869",41.283466,-111.20127,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85881",41.313866,-111.19768,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85887",41.902157,-111.86422,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85888",41.6807,-111.25982,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85890",41.606853,-112.296844,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85900",41.465816,-111.13482,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85904",41.567898,-111.94176,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85908",41.35357,-111.100395,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85920",41.66116,-111.935074,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85921",41.5956,-112.046104,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85926",41.86065,-111.89173,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85930",41.62653,-111.28153,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85937",41.511578,-112.12402,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85949",41.42983,-111.35504,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85956",41.532093,-111.88262,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85961",41.93114,-111.889305,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85970",41.609272,-111.2162,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85979",41.44246,-111.272934,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT85988",41.848804,-111.91287,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86001",41.905,-112.35165,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86003",41.565117,-112.09634,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86005",41.916462,-111.90239,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86007",41.66361,-111.934135,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86020",41.773804,-111.367195,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86024",41.211895,-111.063835,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86025",41.200905,-111.06993,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86028",41.5421,-112.25632,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86029",40.983208,-110.95021,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86032",41.8581,-111.89066,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86036",41.86906,-111.375946,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86037",41.18346,-111.06793,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86042",41.906193,-111.8504,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86048",41.260788,-111.09172,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86051",41.34575,-111.24636,"no",0,"Unknown",0,0
"Estimated dam","Dam","Woodruff Creek","National Aquatic Barrier Dataset (SARP)","UT86052",41.36921,-111.441216,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86058",41.778168,-111.42188,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86076",41.47738,-112.087975,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86078",41.468815,-111.06738,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86083",41.375576,-111.29887,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86089",41.80525,-112.329025,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86099",41.401936,-111.34884,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86106",41.596004,-112.31109,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86107",41.26854,-111.20983,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86117",41.223267,-111.11012,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86128",41.903805,-111.86412,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86129",41.53207,-112.17663,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86140",41.628944,-112.08285,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86144",41.91955,-111.88729,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86147",41.471992,-112.03514,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86169",41.44796,-112.09369,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86171",41.73663,-111.87997,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86175",41.868492,-111.42345,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86178",41.489258,-112.27143,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86180",41.87332,-111.42284,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86188",41.90431,-111.85532,"no",0,"Unknown",0,0
"Estimated dam","Dam","Sulphur Creek","National Aquatic Barrier Dataset (SARP)","UT86194",41.587418,-112.2048,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86207",41.61275,-112.37019,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86209",41.267166,-111.18573,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86213",41.92658,-111.88699,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86219",41.208515,-111.07633,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86228",41.896385,-111.43414,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86254",41.420334,-111.27457,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86260",41.55096,-112.25684,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86262",41.553158,-112.22593,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86280",41.462795,-112.18431,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86292",41.699837,-111.895454,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86295",41.483177,-111.89104,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86314",41.935062,-111.88699,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86318",41.55422,-111.17836,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86323",41.965378,-111.92935,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86326",41.553215,-112.03693,"no",0,"Unknown",0,0
"Estimated dam","Dam","Clay Slough","National Aquatic Barrier Dataset (SARP)","UT86339",41.871468,-111.923,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86343",41.542446,-112.11316,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86361",41.508007,-112.16195,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86363",41.603165,-112.305466,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86381",41.599632,-111.18238,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86382",41.51978,-112.10569,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86389",41.449642,-111.08957,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86410",41.5786,-112.29541,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86411",41.656174,-112.21812,"no",0,"Unknown",0,0
"Estimated dam","Dam","Thief Creek","National Aquatic Barrier Dataset (SARP)","UT86413",41.071903,-111.05227,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86422",41.610065,-112.28313,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86431",41.423252,-111.255615,"no",0,"Unknown",0,0
"Estimated dam","Dam","Spring Creek","National Aquatic Barrier Dataset (SARP)","UT86436",41.123547,-111.06064,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86439",41.328213,-111.05132,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86458",41.535374,-112.27169,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86459",41.62113,-112.19797,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86462",41.577602,-112.21423,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86463",41.53532,-112.2305,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86466",41.918015,-111.88399,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86474",41.07098,-111.0528,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86488",41.53122,-111.29553,"no",0,"Unknown",0,0
"Estimated dam","Dam","Clay Slough","National Aquatic Barrier Dataset (SARP)","UT86490",41.86913,-111.92221,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86499",41.92738,-111.83365,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86506",41.33633,-111.0507,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86516",41.84187,-111.99037,"no",0,"Unknown",0,0
"Estimated dam","Dam","Sulphur Creek","National Aquatic Barrier Dataset (SARP)","UT86523",41.525917,-112.22356,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86568",41.482445,-112.24013,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86571",41.655323,-112.08971,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86573",41.502934,-112.05934,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86580",41.422672,-111.28388,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86584",41.91865,-111.84319,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86587",41.498287,-112.16336,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86594",41.969463,-113.54039,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT86596",41.984272,-113.30877,"no",0,"Unknown",0,0
"Estimated dam","Dam","Long Moore Creek","National Aquatic Barrier Dataset (SARP)","UT86597",41.841103,-113.735344,"no",0,"Unknown",0,0
"Dam","Dam","Dead Man Creek","National Aquatic Barrier Dataset (SARP)","UT86598",40.92885,-110.79315,"no",0,"Complete barrier",0,0
"Rock Fill Dam","Dam","Lilly Lake","National Aquatic Barrier Dataset (SARP)","UT86600",40.879406,-110.811806,"no",0,"Complete barrier",0,0
"Diversion","Dam","East Fork Bear River","National Aquatic Barrier Dataset (SARP)","UT86601",40.8907,-110.801056,"yes",2013,"Partial passability - non salmonid",1,1
"Water diversion","Dam","West Fork Carter","National Aquatic Barrier Dataset (SARP)","UT86604",40.925842,-110.77064,"no",0,"Partial passability - non salmonid",1,1
"Whitney Reservoir","Dam","West Fork Bear River","National Aquatic Barrier Dataset (SARP)","UT86606",40.837902,-110.927925,"no",0,"Complete barrier",0,0
"Water diversion","Dam","","National Aquatic Barrier Dataset (SARP)","UT86607",40.84837,-110.88333,"no",0,"Complete barrier",0,0
"","Dam","Wasatch Creek","National Aquatic Barrier Dataset (SARP)","UT86608",41.190292,-111.07712,"no",0,"Complete barrier",0,0
"Water diversion","Dam","Goose Creek","National Aquatic Barrier Dataset (SARP)","UT86614",41.99876,-113.989746,"no",0,"Unknown",0,0
"","Dam","Woodruff Creek","National Aquatic Barrier Dataset (SARP)","UT86786",41.45603,-111.36125,"no",0,"Unknown",0,0
"Water diversion","Dam","","National Aquatic Barrier Dataset (SARP)","UT86787",41.573074,-111.3936,"no",0,"Unknown",0,0
"","Dam","Co-Op Ditch","National Aquatic Barrier Dataset (SARP)","UT86788",41.48791,-111.16613,"no",0,"Unknown",0,0
"","Dam","Woodruff Creek","National Aquatic Barrier Dataset (SARP)","UT86792",41.490467,-111.25741,"no",0,"Unknown",0,0
"Water diversion","Dam","Woodruff Creek","National Aquatic Barrier Dataset (SARP)","UT86793",41.499237,-111.2461,"no",0,"Unknown",0,0
"Water diversion","Dam","Woodruff Creek","National Aquatic Barrier Dataset (SARP)","UT86794",41.515583,-111.191315,"no",0,"Unknown",0,0
"","Dam","Woodruff Creek","National Aquatic Barrier Dataset (SARP)","UT86795",41.515903,-111.17327,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","UT86796",41.548546,-111.14514,"no",0,"Unknown",0,0
"","Dam","Live Slough","National Aquatic Barrier Dataset (SARP)","UT86797",41.520123,-111.13015,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86798",41.525597,-111.12824,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86799",41.57246,-111.14441,"no",0,"Unknown",0,0
"","Dam","Crawford Thompson Canal","National Aquatic Barrier Dataset (SARP)","UT86800",41.542225,-111.125496,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86801",41.521393,-111.08105,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86802",41.52375,-111.10435,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86803",41.52198,-111.10316,"no",0,"Unknown",0,0
"","Dam","Big Creek","National Aquatic Barrier Dataset (SARP)","UT86804",41.610428,-111.251495,"no",0,"Unknown",0,0
"Water diversion","Dam","Big Creek","National Aquatic Barrier Dataset (SARP)","UT86805",41.616596,-111.245766,"no",0,"Unknown",0,0
"","Dam","Randolph Woodruff Canal","National Aquatic Barrier Dataset (SARP)","UT86807",41.606014,-111.17562,"no",0,"Unknown",0,0
"","Dam","Randolph Woodruff Canal","National Aquatic Barrier Dataset (SARP)","UT86808",41.618797,-111.18188,"no",0,"Unknown",0,0
"","Dam","Randolph Woodruff Canal","National Aquatic Barrier Dataset (SARP)","UT86809",41.63613,-111.18582,"no",0,"Unknown",0,0
"","Dam","Randolph Woodruff Canal","National Aquatic Barrier Dataset (SARP)","UT86810",41.64484,-111.18576,"no",0,"Unknown",0,0
"","Dam","Randolph Woodruff Extension Canal","National Aquatic Barrier Dataset (SARP)","UT86811",41.670883,-111.1743,"no",0,"Unknown",0,0
"","Dam","Randolph Woodruff Extension Canal","National Aquatic Barrier Dataset (SARP)","UT86812",41.67511,-111.17415,"no",0,"Unknown",0,0
"Water diversion","Dam","Little Creek","National Aquatic Barrier Dataset (SARP)","UT86813",41.674507,-111.24741,"no",0,"Unknown",0,0
"","Dam","Little Creek","National Aquatic Barrier Dataset (SARP)","UT86814",41.672165,-111.19975,"no",0,"Unknown",0,0
"","Dam","Crawford Thompson Canal","National Aquatic Barrier Dataset (SARP)","UT86815",41.576447,-111.13042,"no",0,"Unknown",0,0
"","Dam","Crawford Thompson Canal","National Aquatic Barrier Dataset (SARP)","UT86816",41.59337,-111.128815,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86820",41.6171,-111.15122,"no",0,"Unknown",0,0
"","Dam","Otter Creek","National Aquatic Barrier Dataset (SARP)","UT86822",41.71116,-111.19976,"no",0,"Unknown",0,0
"","Dam","Randolph Woodruff Extension Canal","National Aquatic Barrier Dataset (SARP)","UT86823",41.71631,-111.16855,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86824",41.699566,-111.11377,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86825",41.71689,-111.086044,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86826",41.714935,-111.08614,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86827",41.76,-111.0787,"no",0,"Unknown",0,0
"","Dam","Beckwith and Quinn Canal","National Aquatic Barrier Dataset (SARP)","UT86830",41.719803,-111.08619,"no",0,"Unknown",0,0
"","Dam","Beckwith and Quinn Canal","National Aquatic Barrier Dataset (SARP)","UT86831",41.71914,-111.086174,"no",0,"Unknown",0,0
"","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86832",41.699715,-111.11397,"no",0,"Unknown",0,0
"","Dam","Beckwith and Quinn Canal","National Aquatic Barrier Dataset (SARP)","UT86834",41.839405,-111.06756,"no",0,"Unknown",0,0
"Water diversion","Dam","","National Aquatic Barrier Dataset (SARP)","UT86836",41.98439,-111.42804,"no",0,"Unknown",0,0
"Water diversion","Dam","Bear River","National Aquatic Barrier Dataset (SARP)","UT86892",41.480156,-112.26657,"no",0,"Unknown",0,0
"Water diversion","Dam","","National Aquatic Barrier Dataset (SARP)","UT86893",41.503902,-112.27499,"no",0,"Unknown",0,0
"","Dam","Corinne Canal","National Aquatic Barrier Dataset (SARP)","UT86894",41.614933,-112.15345,"no",0,"Unknown",0,0
"","Dam","Hammond East Branch Canal","National Aquatic Barrier Dataset (SARP)","UT86895",41.603096,-112.04938,"no",0,"Unknown",0,0
"","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT86906",41.733364,-112.188995,"no",0,"Unknown",0,0
"","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT86907",41.7287,-112.18911,"no",0,"Unknown",0,0
"Water diversion","Dam","Salt Creek","National Aquatic Barrier Dataset (SARP)","UT86936",41.670994,-112.236015,"no",0,"Unknown",0,0
"Water diversion","Dam","Salt Creek","National Aquatic Barrier Dataset (SARP)","UT86937",41.667393,-112.23742,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","UT86939",41.622158,-112.2762,"no",0,"Unknown",0,0
"","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT86943",41.658962,-112.30113,"no",0,"Unknown",0,0
"","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT86944",41.657917,-112.306816,"no",0,"Unknown",0,0
"","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT86945",41.65507,-112.31454,"no",0,"Unknown",0,0
"","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT86946",41.709007,-112.286674,"no",0,"Unknown",0,0
"","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT86947",41.721684,-112.27669,"no",0,"Unknown",0,0
"","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT86948",41.72314,-112.2615,"no",0,"Unknown",0,0
"","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT86949",41.721306,-112.24458,"no",0,"Unknown",0,0
"","Dam","Corinne Canal","National Aquatic Barrier Dataset (SARP)","UT86953",41.593334,-112.16673,"no",0,"Unknown",0,0
"","Dam","South Fork Junction Creek","National Aquatic Barrier Dataset (SARP)","UT86957",41.86816,-113.74432,"no",0,"Unknown",0,0
"Water diversion","Dam","George Creek","National Aquatic Barrier Dataset (SARP)","UT86958",41.955463,-113.54958,"no",0,"Unknown",0,0
"Water diversion","Dam","George Creek","National Aquatic Barrier Dataset (SARP)","UT86959",41.94953,-113.54439,"no",0,"Unknown",0,0
"Water diversion","Dam","George Creek","National Aquatic Barrier Dataset (SARP)","UT86960",41.93967,-113.53226,"no",0,"Unknown",0,0
"Water diversion","Dam","Blacksmith Fork","National Aquatic Barrier Dataset (SARP)","UT86986",41.630104,-111.803764,"no",0,"Unknown",0,0
"Water diversion","Dam","Twin Creek","National Aquatic Barrier Dataset (SARP)","UT87076",41.8116,-110.98027,"no",0,"Unknown",0,0
"Box Elder Creek Dam","Dam","","National Aquatic Barrier Dataset (SARP)","UT87611",41.445892,-111.916176,"yes",1995,"Unknown",0,0
"2","Dam","West Canal","National Aquatic Barrier Dataset (SARP)","UT87614",41.730747,-112.18871,"no",0,"Unknown",0,0
"","Dam","Little Bear River","National Aquatic Barrier Dataset (SARP)","UT93840",41.56171,-111.84746,"no",0,"Unknown",0,0
"","Dam","Clay Slough","National Aquatic Barrier Dataset (SARP)","UT93841",41.86265,-111.924675,"no",0,"Unknown",0,0
"","Dam","Malad River","National Aquatic Barrier Dataset (SARP)","UT93851",41.66102,-112.15833,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","UT93852",41.702667,-112.09205,"no",0,"Unknown",0,0
"","Dam","","National Aquatic Barrier Dataset (SARP)","UT93853",41.98736,-111.804504,"no",0,"Unknown",0,0
"","Dam","Temple Fork","National Aquatic Barrier Dataset (SARP)","UT93907",41.826324,-111.5757,"no",0,"Unknown",0,0
"","Dam","Logan River","National Aquatic Barrier Dataset (SARP)","UT93909",41.735165,-111.80946,"no",0,"Unknown",0,0
"","Dam","Spring Creek","National Aquatic Barrier Dataset (SARP)","UT93925",41.692398,-111.79336,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","WY106745",42.1946,-110.93776,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","WY106746",40.99961,-110.81659,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","WY106747",41.63087,-111.018265,"no",0,"Unknown",0,0
"Estimated dam","Dam","","National Aquatic Barrier Dataset (SARP)","WY106748",41.488075,-110.935104,"no",0,"Unknown",0,0
